image_name,label,location,explanation
6f37a6b6616049efbd41e9099f9876c7.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
f0a872a0c57142ddbdc1bc76bd425814.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
291b91f963714ca69c8f2dd51f673175.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
fe06b116f6094b648149de5d21f870e7.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
c5b1fa40531b4ec980b37dec287447ef.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
39b37eb1293142e6840b0c44706dabdc.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
c66e32a9d8024cebb2d9efa5e5addabf.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
6cee61e196da458d9d690f53ab107e6a.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
99132668b46c4e9da97d3168170c122d.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
aafe806e74b64a69a90290217e435d7b.jpg,1,"{""size"": [1024, 768], ""counts"": ""fPT:""}",这是一张真实拍摄的马来西亚文具店“SANYU STATIONERY SHOP”于2017年12月16日开具的税务发票照片，未发现数字伪造或后期篡改的痕迹。整张收据呈现典型的热敏POS打印特征，所有文字与数字均采用统一的无衬线点阵字体，字形、字重、字符间距及右对齐方式一致，标题区域使用加粗字体以区分层级，符合常规POS系统排版逻辑；纸张背景为均匀浅灰色，带有自然分布的热敏纸老化斑点，纹理连续无断裂，文字边缘与背景过渡平滑，无光晕、锯齿异常或局部过度平滑现象，全图光照均匀，JPEG压缩伪影分布一致，成像分辨率在关键数值区与描述文本区无差异，整体体现出单一打印并拍摄的物理成像过程。商品数量3乘以单价2.9000得出总价8.70，实收现金10.00减去总计8.70得出找零1.30，计算准确；含税总额8.70按6% GST税率逆向推算得出税基8.21与税额0.49，与收据所列数据吻合；发票日期2017年12月16日确为星期六，处于马来西亚GST实施期内，公司名称后缀“SDN BHD”及注册号格式符合当地企业规范，联系电话以+60开头且号码结构合规，所售商品“RESTAURANT ORDER CHIT NCR”属于文具店合理经营范围，各项信息均符合2017年马来西亚零售行业的常识与历史背景。综合分析，该图像真实记录了一张实际存在的纸质税务发票。 (ModelRef: 9aTx8b)
